                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.53705,                0.33295,                0.93913,                0.94677,                0.94444,                 0.9838,                0.69744,                 1.2365,                0.45914,                 1.6102,             0.00071693,             0.00071693,             0.00071693
                    153,                0.52572,                0.32801,                0.93013,                0.96322,                0.96333,                0.98458,                0.71389,                 1.2643,                0.47989,                 1.6159,             0.00071221,             0.00071221,             0.00071221
                    154,                0.51311,                0.32681,                0.92959,                0.93734,                0.96666,                0.98401,                0.69819,                  1.189,                0.48433,                 1.5538,              0.0007075,              0.0007075,              0.0007075
                    155,                0.53303,                0.32977,                0.93587,                0.96782,                0.95799,                0.98388,                0.70363,                 1.1794,                0.49493,                 1.5798,             0.00070278,             0.00070278,             0.00070278
                    156,                0.51808,                0.32685,                0.91845,                0.98852,                0.96129,                0.98224,                0.67554,                 1.2531,                0.51536,                 1.6863,             0.00069807,             0.00069807,             0.00069807
                    157,                 0.5324,                 0.3333,                0.93092,                0.98648,                0.97222,                 0.9828,                0.69974,                 1.2251,                0.46606,                 1.6139,             0.00069335,             0.00069335,             0.00069335
                    158,                0.54353,                0.33463,                0.93089,                 0.9826,                0.97222,                0.98196,                  0.706,                  1.225,                  0.461,                 1.6116,             0.00068864,             0.00068864,             0.00068864
                    159,                0.53912,                 0.3355,                0.93918,                0.97442,                0.96296,                0.98242,                0.70483,                 1.2585,                0.43985,                 1.6926,             0.00068392,             0.00068392,             0.00068392
                    160,                 0.5182,                0.32273,                 0.9293,                0.98739,                0.98148,                0.98343,                0.71507,                 1.2203,                0.46804,                 1.6405,              0.0006792,              0.0006792,              0.0006792
                    161,                0.51673,                0.32333,                0.92097,                0.97413,                0.97222,                0.97548,                0.66835,                 1.2355,                0.48955,                 1.6218,             0.00067449,             0.00067449,             0.00067449
                    162,                 0.5124,                0.31381,                 0.9234,                0.96852,                0.97483,                0.97643,                0.71446,                 1.2557,                0.46451,                 1.6562,             0.00066977,             0.00066977,             0.00066977
                    163,                0.53444,                0.33202,                0.93459,                0.96093,                0.96717,                0.97847,                0.70628,                 1.1562,                 0.4567,                 1.5209,             0.00066506,             0.00066506,             0.00066506
                    164,                 0.5209,                0.32301,                  0.932,                0.96821,                 0.9537,                0.98084,                0.72073,                 1.2299,                0.48732,                 1.5837,             0.00066034,             0.00066034,             0.00066034
                    165,                0.51942,                0.32182,                0.92697,                0.96703,                0.97669,                0.97962,                0.71463,                  1.237,                0.50115,                 1.6383,             0.00065563,             0.00065563,             0.00065563
                    166,                0.49979,                0.31984,                 0.9188,                0.96147,                0.98148,                0.97805,                0.70603,                  1.206,                0.50802,                 1.6412,             0.00065091,             0.00065091,             0.00065091
                    167,                0.55916,                0.34583,                0.94538,                 0.9634,                0.97657,                0.97966,                0.72931,                 1.1749,                0.47649,                 1.6157,             0.00064619,             0.00064619,             0.00064619
                    168,                0.51535,                0.32178,                0.93083,                0.96835,                0.98148,                0.98277,                0.73513,                 1.1885,                0.49576,                  1.638,             0.00064148,             0.00064148,             0.00064148
                    169,                0.51259,                0.32143,                0.92579,                0.98176,                0.96684,                0.98328,                0.73186,                 1.2088,                0.46464,                 1.6383,             0.00063676,             0.00063676,             0.00063676
                    170,                   0.49,                0.31116,                0.92176,                0.96961,                0.96336,                0.98218,                0.73431,                 1.1772,                 0.4434,                 1.6092,             0.00063205,             0.00063205,             0.00063205
                    171,                0.51321,                0.32089,                0.92415,                0.98286,                 0.9611,                0.98085,                0.73976,                 1.1784,                0.46603,                 1.6219,             0.00062733,             0.00062733,             0.00062733
                    172,                0.50574,                0.31977,                0.92125,                0.96339,                0.98148,                0.97998,                0.72337,                 1.1933,                0.46792,                 1.6181,             0.00062262,             0.00062262,             0.00062262
                    173,                0.50079,                0.32078,                0.92161,                0.95487,                0.97378,                0.97365,                0.70651,                 1.1889,                  0.508,                 1.6128,              0.0006179,              0.0006179,              0.0006179
                    174,                0.50074,                0.31856,                0.92639,                0.96812,                0.98304,                0.98801,                0.71809,                 1.1417,                0.48198,                 1.5722,             0.00061318,             0.00061318,             0.00061318
                    175,                0.50578,                0.31321,                0.92669,                0.97671,                0.98148,                0.97949,                0.71335,                 1.2061,                0.49323,                  1.626,             0.00060847,             0.00060847,             0.00060847
                    176,                0.50977,                 0.3194,                0.92746,                0.96933,                0.97222,                0.98023,                0.71634,                 1.2919,                 0.4933,                 1.6737,             0.00060375,             0.00060375,             0.00060375
                    177,                0.52114,                0.31903,                0.92805,                0.97157,                0.94444,                0.97911,                0.74607,                 1.2156,                0.46852,                 1.6142,             0.00059904,             0.00059904,             0.00059904
                    178,                0.49202,                 0.3084,                0.91236,                0.98316,                0.96296,                0.97966,                 0.7195,                 1.2338,                0.48797,                 1.6617,             0.00059432,             0.00059432,             0.00059432
                    179,                0.51011,                0.31171,                0.91905,                0.96946,                0.97369,                0.98165,                0.72446,                 1.2166,                0.48135,                 1.6637,             0.00058961,             0.00058961,             0.00058961
                    180,                0.52187,                0.32028,                0.93118,                0.96743,                0.97222,                0.98038,                0.69961,                 1.2313,                0.48527,                 1.6629,             0.00058489,             0.00058489,             0.00058489
                    181,                0.52008,                0.32078,                0.93408,                0.96759,                0.96418,                0.98172,                0.69438,                 1.2321,                0.48213,                 1.6434,             0.00058017,             0.00058017,             0.00058017
                    182,                0.50745,                0.31451,                 0.9219,                0.96795,                0.97152,                0.98166,                0.71043,                 1.2185,                0.49027,                 1.5959,             0.00057546,             0.00057546,             0.00057546
                    183,                0.53056,                0.32544,                0.93733,                0.97016,                0.94941,                0.97902,                0.72156,                 1.2217,                0.47357,                  1.628,             0.00057074,             0.00057074,             0.00057074
                    184,                0.50177,                0.31559,                0.91821,                0.93656,                0.96472,                0.98074,                0.72114,                 1.1333,                0.45631,                  1.577,             0.00056603,             0.00056603,             0.00056603
                    185,                0.48143,                0.30561,                0.91369,                0.97534,                0.96296,                0.98373,                0.72898,                 1.1288,                0.43875,                 1.5915,             0.00056131,             0.00056131,             0.00056131
                    186,                0.49948,                0.30886,                 0.9208,                 0.9443,                0.97941,                0.98123,                0.74355,                 1.1587,                0.44799,                 1.5775,              0.0005566,              0.0005566,              0.0005566
                    187,                0.48296,                0.30464,                0.92109,                0.95006,                0.98148,                0.98142,                0.71888,                 1.1759,                0.44729,                  1.599,             0.00055188,             0.00055188,             0.00055188
                    188,                0.46476,                0.29558,                0.90216,                0.98375,                0.97711,                0.98433,                0.73935,                  1.203,                0.47791,                 1.6553,             0.00054716,             0.00054716,             0.00054716
                    189,                0.49446,                0.31925,                0.92349,                0.98646,                0.96254,                  0.983,                0.74418,                 1.2229,                0.46302,                 1.6545,             0.00054245,             0.00054245,             0.00054245
                    190,                 0.4912,                0.30582,                0.92065,                0.97361,                0.96296,                0.98302,                0.73881,                 1.2121,                0.45151,                 1.6228,             0.00053773,             0.00053773,             0.00053773
                    191,                0.47488,                0.30241,                0.90306,                0.96491,                0.96296,                0.98076,                0.73173,                 1.2061,                0.47394,                 1.6087,             0.00053302,             0.00053302,             0.00053302
                    192,                0.47881,                0.29116,                0.90577,                0.97289,                0.98148,                 0.9815,                0.74738,                 1.1576,                0.50048,                 1.6057,              0.0005283,              0.0005283,              0.0005283
                    193,                0.46602,                0.29458,                  0.905,                0.98092,                0.96976,                0.98243,                0.75122,                 1.1785,                0.50687,                 1.6349,             0.00052359,             0.00052359,             0.00052359
                    194,                0.47385,                0.29876,                0.91147,                0.98189,                0.95879,                0.98269,                0.73237,                 1.2458,                0.50755,                 1.6837,             0.00051887,             0.00051887,             0.00051887
                    195,                0.47959,                  0.299,                0.91317,                 0.9786,                 0.9537,                 0.9822,                0.73247,                 1.2224,                0.51818,                 1.6833,             0.00051415,             0.00051415,             0.00051415
                    196,                 0.4815,                0.30438,                0.90561,                0.97783,                0.95842,                0.98315,                0.74219,                 1.1542,                0.47082,                 1.6237,             0.00050944,             0.00050944,             0.00050944
